Date,FFR,GPR_ME,GSCPI,Oil,USDLAK,CPI_Inf,CPI,oil_shock,fx_dep,inflation_mom,post_2022,regime,event_tag,GPR_ME_alt
2018-01-31,1.34,0.2351409919559955,0.5912731791882245,67.78,8312.5,0.95,102.9,1.5612539263390346,-0.042096401379509985,0.2919710103334694,0,pre_2022,,0.2841648515313864
2018-02-28,1.35,0.1766948734410107,0.0620687593324625,66.08,8288.5,1.75,103.0,-2.5401036966182566,-0.28913940991888154,0.09713453896322832,0,pre_2022,,0.2197061255574226
2018-03-31,1.67,0.1819347627460956,0.4385318407169459,69.02,8290.0,1.91,103.5,4.353018845713397,0.01809572644209112,0.4842624475787538,0,pre_2022,,0.2163981758058071
2018-04-30,1.69,0.3204768247902393,0.5190247782716778,75.92,8318.99,1.88,103.7,9.528383663181561,0.3490884086268409,0.19305025300582201,0,pre_2022,,0.3951971624046564
2018-05-31,1.7,0.3790234491229057,0.3798227117614716,76.45,8371.0,1.97,103.9,0.6956778073399228,0.6232498444447288,0.1926782869699828,0,pre_2022,,0.456971175968647
2018-06-30,1.91,0.1701705813407898,0.4346908078800527,77.44,8425.5,2.18,104.2,1.2866510593250169,0.6489469980540008,0.2883231214084958,0,pre_2022,,0.19102886877954003
2018-07-31,1.91,0.1793109327554702,0.4449762906555983,74.16,8432.5,2.44,104.5,-4.327852171072255,0.08304662952092201,0.28749420855991303,0,pre_2022,,0.21346539631485936
2018-08-31,1.91,0.3323330491781234,0.5344544794205904,76.94,8518.0,2.57,105.0,3.680097606654975,1.0088283547352361,0.47732787526575393,0,pre_2022,,0.3549514040350914
2018-09-30,2.18,0.12935741096735,0.4684274066777152,82.72,8526.0,3.06,105.7,7.243551343596977,0.09387468419976841,0.6644542718668767,0,pre_2022,,0.15644686855375758
2018-10-31,2.2,0.33119129948318,0.5335075576159352,74.84,8539.5,2.14,105.1,-10.010890935422978,0.1582139734090049,-0.5692614993286327,0,pre_2022,,0.4067803584039211
2018-11-30,2.2,0.3128046538680792,0.4568576553452956,57.71,8543.0,2.14,104.9,-25.992203268301406,0.04097760923720273,-0.19047624806542984,0,pre_2022,,0.38676727190613747
2018-12-31,2.4,0.244074160978198,0.4660184579057986,50.57,8556.0,1.48,104.2,-13.207195363098334,0.15205570506786614,-0.6695386082984811,0,pre_2022,,0.30039896722882986
2019-01-31,2.4,0.2345941349864006,0.5167077536367544,62.46,8561.0,1.5,104.5,21.116783676304117,0.05842145401881993,0.28749420855991303,0,pre_2022,,0.28261793404817576
2019-02-28,2.4,0.1718440182507038,0.144892336281757,65.03,8582.5,1.57,104.9,4.032235002612783,0.2508240589362387,0.3820443997385681,0,pre_2022,,0.21126428060233587
2019-03-31,2.43,0.144323019310832,0.2143621339400501,67.93,8595.0,1.66,105.2,4.362906132215016,0.14553924851021804,0.28557849013584047,0,pre_2022,,0.17518979217857122
2019-04-30,2.45,0.2283105097711086,0.0161468596029938,72.19,8688.0,2.21,106.0,6.082376894785835,1.0762124356766378,0.7575793808457298,0,pre_2022,,0.277553953230381
2019-05-31,2.4,0.2716410215944052,-0.6237912641324433,66.78,8704.5,2.54,104.5,-7.789789763556065,0.18973701250573072,-1.4252022707201384,0,pre_2022,,0.3341786302626133
2019-06-30,2.4,0.3037362955510616,-0.4701031206381957,67.52,8717.0,2.48,106.8,1.1020215772193254,0.14350087128036648,2.1770855121229005,0,pre_2022,,0.3667270615696907
2019-07-31,2.4,0.20617644675076,-0.4505406828238122,64.07,8691.32,3.0,107.6,-5.244761463677161,-0.2950315553405858,0.7462721201589417,0,pre_2022,,0.25108397752046585
2019-08-31,2.13,0.1566233061254024,-0.290303868556454,61.04,8745.0,3.34,108.5,-4.844684867472893,0.6157281994530805,0.8329525252830372,0,pre_2022,,0.18471816461533308
2019-09-30,1.9,0.3171088244765997,0.132231701602992,60.99,8830.0,3.92,109.9,-0.0819470667836164,0.9672906145304694,1.282068842906181,0,pre_2022,,0.38974268920719624
2019-10-31,1.58,0.372488011047244,0.0895973512714385,59.3,8846.1,5.34,110.7,-2.8100610304685247,0.18216693107966364,0.7252978305015034,0,pre_2022,,0.4582527447491884
2019-11-30,1.56,0.1390845049172639,0.1519526280303522,64.5,8870.0,5.91,111.1,8.405591779804666,0.26981123948228714,0.3606856930993274,0,pre_2022,,0.1672535184770822
2019-12-31,1.55,0.1951266875490546,0.0418171393786047,67.77,8885.0,6.24,110.7,4.945439534629514,0.16896652851254856,-0.3606856930993274,0,pre_2022,,0.24026793614029882
2020-01-31,1.59,0.4112067010253667,0.0595206090531259,57.77,8883.83,6.94,111.7,-15.965000935484763,-0.013169128205881009,0.8992866360563845,0,pre_2022,,0.5106993094086647
2020-02-29,1.58,0.1890325479209423,1.3050936379053255,51.31,8910.0,6.24,111.5,-11.858394483930068,0.29414711581630115,-0.17921151749815678,0,pre_2022,,0.22403031960129738
2020-03-31,0.08,0.1308363266289234,2.6729168474156197,14.85,8945.0,6.14,111.7,-123.98857997051648,0.3920475477963592,0.17921151749815678,0,pre_2022,,0.15499401465058327
2020-04-30,0.05,0.0705631107091903,3.387152734683441,18.11,8980.05,5.84,112.1,19.84644066466137,0.3910733266655697,0.3574624002959048,0,pre_2022,,0.07891926821321243
2020-05-31,0.05,0.0684931507334113,2.573618421905214,34.15,9002.82,5.46,112.3,63.429831412147664,0.2532411363578291,0.17825316662838375,0,pre_2022,,0.08223684225231404
2020-06-30,0.08,0.1088962733745575,2.2672188327712943,41.64,9027.88,5.28,112.4,19.829865772996946,0.2779705295528956,0.08900757151932837,0,pre_2022,,0.11535622179508202
2020-07-31,0.1,0.0936135746538639,2.9752579814599343,43.13,9056.86,5.12,113.2,3.515756691298355,0.32049147298351954,0.7092228309491411,0,pre_2022,,0.11251631565392012
2020-08-31,0.09,0.1157665077596902,1.489917969251845,45.22,9141.83,5.84,114.8,4.732065619007209,0.9338102627046041,1.40353181163837,0,pre_2022,,0.13802929781377307
2020-09-30,0.09,0.1810360297560692,0.629329163026461,40.3,9235.0,4.63,115.0,-11.518799789718681,1.0140029407876838,0.17406444777838814,0,pre_2022,,0.21845312975347037
2020-10-31,0.09,0.1864428226836025,0.1132479382570087,36.33,9255.0,3.63,114.7,-10.37076227195266,0.2163332374257365,-0.2612104227925016,0,pre_2022,,0.23199898749589912
2020-11-30,0.09,0.155095674097538,0.7811730831750936,46.84,9285.0,3.63,114.2,25.409369249640612,0.32362487792081396,-0.43687269134151663,0,pre_2022,,0.1743679177016019
2020-12-31,0.09,0.1822474002838134,1.7208424055713394,51.22,9300.0,3.19,114.2,8.939254204186264,0.1614205354542264,0.0,0,pre_2022,,0.21718602068722243
2021-01-31,0.07,0.1406519517302513,1.3728204390953436,55.25,9335.0,2.01,114.0,7.573825962648328,0.37563768344757165,-0.17528488274143328,0,pre_2022,,0.1636516414582729
2021-02-28,0.07,0.1130871839821338,2.0040891672666814,65.86,9355.0,1.91,113.6,17.566293655035548,0.21401827323668243,-0.35149421074445186,0,pre_2022,,0.1316934088245034
2021-03-31,0.06,0.1484716162085533,2.3324458448627863,63.52,9400.0,2.48,114.4,-3.6176460009337497,0.4798729549904124,0.701757265864611,0,pre_2022,,0.1615720521658659
2021-04-30,0.05,0.126635318249464,2.823524005064383,67.73,9401.14,3.23,115.8,6.417439628793176,0.012126924233335501,1.2163486193197848,0,pre_2022,,0.13967130612581963
2021-05-31,0.05,0.298046351224184,3.1056270418213283,69.36,9447.49,3.55,116.4,2.3781119245474436,0.4918139241576469,0.5167970158442614,0,pre_2022,,0.36233531311154366
2021-06-30,0.08,0.1327515803277492,2.830221872265033,76.94,9486.47,3.96,116.9,10.37155648518624,0.4117475168525786,0.42863331806852756,0,pre_2022,,0.15433531627058983
2021-07-31,0.07,0.0923187226057052,3.010141189370568,77.72,9558.76,4.7,118.5,1.0086727185090183,0.759143860925171,1.3594092097163113,0,pre_2022,,0.10643541999161236
2021-08-31,0.06,0.1477190401405096,3.3856253382533024,73.45,9599.31,3.81,119.21,-5.65077218893526,0.4233209353014189,0.5973683154723908,0,pre_2022,,0.17740767076611516
2021-09-30,0.06,0.0908239684998989,3.4570157002155875,77.81,9929.71,4.17,119.81,5.766505500895214,3.384005230894793,0.5020510921897703,0,pre_2022,,0.10884831286966795
2021-10-31,0.07,0.1335304893553257,4.004179961185753,83.1,10311.85,5.04,120.2,6.57747442325638,3.776244617166924,0.32498674492993374,0,pre_2022,,0.15683111175894737
2021-11-30,0.07,0.1781568333506584,4.410103696960966,70.86,10855.15,4.72,120.03,-15.933860242407683,5.134590238031578,-0.1415310563853467,0,pre_2022,,0.20018952712416646
2021-12-31,0.07,0.1372500658035278,4.487952923456126,77.24,11194.1,5.27,120.3,8.621135812298775,3.074723203482854,0.2246911443379851,0,pre_2022,,0.15675142407417292
2022-01-31,0.08,0.1347682803869247,3.775205163527057,92.35,11354.8,6.25,121.1,17.866824908493495,1.4253708229810869,0.6628027578413409,1,post_2022,,0.15149312093853948
2022-02-28,0.08,0.1570522502064704,2.8502603646535367,103.08,11470.8,7.31,122.0,10.991967913891543,1.0164113859348234,0.7404394174209905,1,post_2022,,0.18247256614267826
2022-03-31,0.33,0.4545016810297966,2.90310810384796,107.29,11750.0,8.54,124.2,4.003006286449118,2.4048564714588494,1.7872124766121544,1,post_2022,benchmark_2022_03,0.5440539196133614
2022-04-30,0.33,0.2134608656167984,3.599586498187192,108.36,12387.5,9.9,124.23,0.9923568568239283,5.283465906593854,0.024151672620753573,1,post_2022,,0.24641315825283522
2022-05-31,0.83,0.1720332741737365,2.801015047440758,125.53,13450.0,12.8,131.3,14.708575661322243,8.22912063917407,5.535009508316513,1,post_2022,,0.2023088671267032
2022-06-30,1.58,0.2413468353450298,2.4661611170016835,119.78,15034.85,23.61,144.5,-4.688804699380089,11.139173362189325,9.579472624373597,1,post_2022,,0.28696727380156517
2022-07-31,2.32,0.3253166019916534,1.8655129664162544,111.51,15103.2,25.62,148.9,-7.154245385904545,0.45358022289558875,2.9995432137476463,1,post_2022,,0.3950273022055626
2022-08-31,2.33,0.2060634784400463,1.5428728066959234,96.55,15440.0,30.01,155.0,-14.405326410274721,2.2054902697933088,4.015017722928338,1,post_2022,,0.24425627849996084
2022-09-30,3.08,0.1696612626314163,1.0455336750278017,88.9,16525.0,34.05,160.6,-8.254886635466452,6.791284114112095,3.549168459341434,1,post_2022,,0.2032400537282228
2022-10-31,3.08,0.2237873464822769,1.1500700577065777,93.3,16922.5,36.75,164.3,4.8307965333439284,2.3769711662874116,2.2777223530561663,1,post_2022,,0.26837441977113485
2022-11-30,3.83,0.2075374886393547,1.27814929284958,85.61,17320.0,38.46,166.2,-8.6018009098904,2.321780573366361,1.1497857378125254,1,post_2022,,0.24089172855019564
2022-12-31,4.33,0.1252247206866741,1.3484549716876613,82.82,17345.0,39.27,167.5,-3.3132520636972806,0.1442377287425245,0.7791468843772797,1,post_2022,,0.14723203517496583
2023-01-31,4.33,0.1149860985577106,1.087797980587445,83.42,16835.0,40.3,169.9,0.7218510651378018,-2.9844227808675683,1.4226677412765731,1,post_2022,,0.1342557463794946
2023-02-28,4.57,0.2054703131318092,-0.2254747268006647,83.21,16925.0,41.26,172.3,-0.25205558564609376,0.5331766185300069,1.402711485599717,1,post_2022,,0.23348899185657498
2023-03-31,4.83,0.2040334902703762,-1.1674241167820636,79.19,17005.0,40.97,175.1,-4.951750469001759,0.4715599660821468,1.6120095757922392,1,post_2022,,0.23882532771676776
2023-04-30,4.83,0.2762645937502384,-1.3116601272112964,81.32,17325.0,39.89,178.0,2.6541960537825204,1.8643126616806782,1.6426311000278915,1,post_2022,,0.33236057311296463
2023-05-31,5.08,0.2617230087518692,-1.590209537969124,71.98,17742.5,38.86,182.3,-12.200368610926127,2.381234634103535,2.3870131392532024,1,post_2022,,0.281715739518404
2023-06-30,5.08,0.1516912385821342,-1.1187357914598504,74.51,18750.0,28.64,185.9,3.4545041914751273,5.523086099941743,1.9555213042781183,1,post_2022,,0.15903113782405848
2023-07-31,5.33,0.2173373118042945,-0.9469449369655812,85.22,19087.5,27.8,190.2,13.430280350613,1.7839918128331078,2.286725538389156,1,post_2022,,0.24372827075421807
2023-08-31,5.33,0.1953646346926689,-1.0776732646928744,87.29,19645.0,25.88,195.1,2.3999760675492254,2.8789182465672525,2.543609751777609,1,post_2022,,0.2108360584825277
2023-09-30,5.33,0.2153790324926376,-0.6594858461577708,95.86,20305.0,25.69,201.9,9.365288498422686,3.3044308127838207,3.426027768972606,1,post_2022,,0.2404864206910133
2023-10-31,5.33,1.447423443198204,-0.3747982351737832,86.82,20725.3,25.83,206.8,-9.905178386003755,2.048801504974307,2.397961731548204,1,post_2022,scenario_2023_10,1.7928584516048431
2023-11-30,5.33,0.9938043527305126,0.1655669910250763,81.72,20695.0,25.24,208.1,-6.053823992202645,-0.14630509873079234,0.6266590765314994,1,post_2022,,1.2281744591891766
2023-12-31,5.33,0.795571580529213,-0.1626667626585215,77.69,20566.7,24.37,208.4,-5.057222098709158,-0.6218862213234644,0.14405764796228127,1,post_2022,,0.9654994904994965
2024-01-31,5.33,1.0046348810195922,-0.3408704934561081,82.98,20740.65,24.44,211.5,6.587306594239273,0.8422279727835047,1.4765688607121241,1,post_2022,,1.175936408340931
2024-02-29,5.33,0.7629392132163048,-0.1916074718767962,84.57,20878.0,25.35,216.0,1.89799788894085,0.660043027080981,2.1053409197832273,1,post_2022,,0.9225937314331532
2024-03-31,5.33,0.6183919340372086,-0.353103711601664,86.17,21115.0,24.98,218.8,1.8742495457544806,1.1287715399801002,1.2879662863660712,1,post_2022,,0.7437914907932281
2024-04-30,5.33,0.8784254163503646,-0.9594030749976188,88.23,21353.95,24.92,222.3,2.362495198233816,1.125304588577336,1.5869750422324636,1,post_2022,,1.063223846256733
2024-05-31,5.33,0.6153657913208008,-0.5840523335409036,79.41,21491.35,25.77,229.3,-10.532273632689382,0.641379432589062,3.1003368893708583,1,post_2022,,0.7233300693333149
2024-06-30,5.33,0.4844027385115623,-0.3512476873787159,87.26,22075.0,26.15,234.5,9.42678627883442,2.6795217892452428,2.2424398022474534,1,post_2022,,0.576971847563982
2024-07-31,5.33,0.3399433501064777,-0.0444670234599802,81.39,22200.0,26.09,239.8,-6.963975235651354,0.5646542388209497,2.2349654707079836,1,post_2022,,0.4110728017985821
2024-08-31,5.33,0.6443853721022605,0.212246377358477,80.2,22101.5,24.29,242.5,-1.4728900466481676,-0.444680935464703,1.1196467784124309,1,post_2022,,0.7880744487047195
2024-09-30,4.83,0.5620974540710449,0.1058789376970671,72.35,22081.5,21.74,245.8,-10.300806179497624,-0.09053256395450404,1.3516486754396873,1,post_2022,,0.6847309842705727
2024-10-31,4.83,0.6207493722438813,-0.3486720340576891,73.25,21937.5,20.73,249.6,1.2362794819684275,-0.6542652657955728,1.5341439363337983,1,post_2022,,0.7372944504022598
2024-11-30,4.58,0.440778286755085,-0.281542568948553,74.16,21947.5,18.32,246.3,1.23466733604225,0.04557365921407097,-1.3309331368780875,1,post_2022,,0.5273597352206707
2024-12-31,4.33,0.7024132549762726,-0.2629312544268266,74.58,21818.0,16.87,243.5,0.5647453493075716,-0.5917920642660945,-1.143336260384764,1,post_2022,,0.8519368693232536
2025-01-31,4.33,0.3751803815364837,-0.1782177813222725,77.11,21751.0,15.5,244.2,3.3360599094193866,-0.3075583686287686,0.2870619153959808,1,post_2022,,0.44858523830771446
2025-02-28,4.33,0.4772819176316261,0.0004617904094756,74.76,21725.0,12.7,243.5,-3.094999125750686,-0.11960623378222124,-0.2870619153959808,1,post_2022,,0.5780639052391052
2025-03-31,4.33,0.5670898035168648,-0.1818330172401286,77.23,21660.0,11.2,243.3,3.2504999993810735,-0.299642957861046,-0.08216927331670121,1,post_2022,,0.6881005987524986
2025-04-30,4.33,0.4032551944255829,-0.2440076845224407,63.37,21614.25,11.1,247.1,-19.7797419245747,-0.211442218154545,1.5497863205086837,1,post_2022,,0.4752216711640358
2025-05-31,4.33,0.7141600832343101,0.2779360309817102,64.32,21597.0,8.3,248.4,1.4880061535285094,-0.07984032360237592,0.5247237064759602,1,post_2022,,0.8692465722560883
2025-06-30,4.33,1.1354854702949524,0.0850793714831514,68.15,21550.0,7.2,251.4,5.784053327183081,-0.2178599605517917,1.2004946096823232,1,post_2022,,1.4068926721811295
2025-07-31,4.33,0.5367356009781361,0.0222217058861297,73.43,21625.0,5.3,252.6,7.462141332097705,0.3474236268186104,0.4761913760243708,1,post_2022,,0.6583495810627937
2025-08-31,4.33,0.4379875570535659,-0.0850371136305521,67.83,21695.0,5.0,254.5,-7.9327996505530685,0.3231766432369554,0.7493626074186466,1,post_2022,,0.5278036333620548
2025-09-30,4.09,0.4397637575864792,-0.0229916258742985,68.52,21675.0,4.5,256.9,1.0121098497931413,-0.09222965837079045,0.9386068125261104,1,post_2022,,0.5301359221339226
2025-10-31,3.86,0.551826000213623,-0.0821950955148708,65.44,21707.0,4.0,259.6,-4.599198116142755,0.14752665070201232,1.0455080714097065,1,post_2022,,0.6629296541213989
2025-11-30,3.89,0.3062381833791733,-0.1566948090169795,64.07,21700.0,4.8,258.0,-2.1157456643561723,-0.032252862721193765,-0.6182399908317926,1,post_2022,,0.3213610574603081
2025-12-31,3.64,0.2472545556724071,0.5438140135774694,61.35,21620.0,5.6,257.2,-4.338106449400936,-0.3693448335351235,-0.3105592558153347,1,post_2022,,0.2992043159902095
2026-01-31,3.64,0.4280277073383331,0.4157784051618063,72.25,21506.0,5.1,256.8,16.353715583562067,-0.528684624272735,-0.15564205476579218,1,post_2022,,0.5194359570741653
2026-02-28,3.64,0.4212225638329983,0.4935899721307661,71.32,21406.0,6.2,258.7,-1.2955533997602409,-0.46607094061510423,0.7371517376177472,1,post_2022,scenario_2026_02,0.513686053454876
