Date,FFR,GPR_ME,GSCPI,Oil,USDLAK,CPI_Inf,CPI,oil_shock,fx_dep,inflation_mom,post_2022,regime,event_tag,GPR_ME_alt
2007-08-31,4.96,0.1053734071552753,-0.0988240504496813,72.29,9629.0,3.58,70.4,-6.3249476538953076,0.9810139205765012,1.2866510593251057,0,pre_2022,,0.12616243772208688
2007-09-30,4.58,0.161411415785551,-0.0338738810037212,80.97,9630.0,4.25,70.9,11.339290868581742,0.010384755188752592,0.7077170374084396,0,pre_2022,,0.19081582129001612
2007-10-31,4.6,0.2339883893728256,-0.6067162041670332,89.87,9622.0,5.59,71.2,10.428546597225896,-0.08310825327733085,0.42223848798483843,0,pre_2022,,0.2731771543622017
2007-11-30,4.66,0.1575841095298528,-0.4814833583714222,88.71,9455.0,6.13,71.3,-1.2991559137786268,-1.7508441166841138,0.14035090023201136,0,pre_2022,,0.19023937173187733
2007-12-31,3.06,0.1775819037109613,-0.1441386475686567,93.68,9354.0,5.57,71.0,5.451209675696589,-1.0739642806726124,-0.42164503789345886,0,pre_2022,,0.21468615159392357
2008-01-31,3.22,0.1793666139245033,-0.3696811732039629,91.58,9325.0,6.09,71.6,-2.2671812060512053,-0.3105093773815071,0.8415196925284363,0,pre_2022,,0.2140877554193139
2008-02-29,3.01,0.1557483866810798,0.4654366205490935,100.9,8956.0,6.43,72.0,9.691702013061398,-4.037526679337056,0.5571045049455492,0,pre_2022,,0.1748196184635162
2008-03-31,2.51,0.1740261353552341,0.156881365427289,102.33,8750.0,7.73,73.1,1.4072957739100111,-2.3269998366984623,1.516224773967778,0,pre_2022,,0.2051464673131704
2008-04-30,2.37,0.1298454523086548,0.1322736030069244,111.12,8734.0,8.68,74.3,8.240781334742486,-0.18302453061540547,1.6282584967980185,0,pre_2022,,0.1345958951860666
2008-05-31,1.98,0.1996641717851162,-0.1173209284567859,127.85,8700.0,10.32,75.6,14.02470032911074,-0.3900429402831307,1.7345331461774194,0,pre_2022,,0.23507861234247684
2008-06-30,2.47,0.1996346548199653,0.2753533813804681,138.4,8695.0,10.2,75.9,7.92903414463737,-0.05748778542926658,0.3960401216096976,0,pre_2022,,0.223447285592556
2008-07-31,2.09,0.2074044734239578,1.007830000143561,124.1,8555.0,9.96,76.3,-10.906035097300837,-1.623224046208982,0.5256253888826556,0,pre_2022,,0.22292678430676457
2008-08-31,1.94,0.1021055079996585,0.2777932476898039,113.49,8651.0,9.57,76.8,-8.93729648975139,1.1159013854081579,0.6531701863215389,0,pre_2022,,0.11595315020531412
2008-09-30,2.03,0.0969862647354602,-0.5388971933177563,93.52,8549.5,8.49,76.9,-19.353941014923404,-1.180211949172616,0.13012363579720798,0,pre_2022,,0.10495996754616495
2008-10-31,0.22,0.0999687582254409,-0.9850980844513064,60.0,8575.0,6.53,75.8,-44.38307549417129,0.2978191345492931,-1.4407583863272677,0,pre_2022,,0.11480787023901935
2008-11-30,0.52,0.1439383700489998,-1.5309444213310224,47.72,8542.5,4.55,74.6,-22.899396499238513,-0.3797288044694369,-1.5957785438610372,0,pre_2022,,0.16894174925982947
2008-12-31,0.14,0.2043327495455741,-0.6973804864338433,35.82,8473.0,3.17,73.2,-28.684420059714945,-0.8169067790982254,-1.8945086242449172,0,pre_2022,,0.24795853719115252
2009-01-31,0.23,0.4602785278111696,-0.4049168563215065,44.17,8505.0,2.43,73.4,20.95394289758694,0.3769588631497456,0.2728514653203895,0,pre_2022,,0.5693009570240974
2009-02-28,0.22,0.1549338169395923,-0.4433675417435937,44.41,8555.0,1.64,73.2,0.5418843695575326,0.5861681496330817,-0.2728514653203895,0,pre_2022,,0.18896660953760144
2009-03-31,0.16,0.1401707001030445,0.1861461348733397,46.13,8575.0,0.67,73.5,3.7998828265718654,0.233508570784835,0.4089985251524375,0,pre_2022,,0.16393726691603655
2009-04-30,0.2,0.1200115710496902,0.8488706566921972,50.3,8550.0,-0.19,74.1,8.654157953596409,-0.2919710103334694,0.8130126083250921,0,pre_2022,,0.1409774478524923
2009-05-31,0.19,0.1460011482238769,0.339368770463092,64.98,8532.0,-1.59,74.5,25.607445313526078,-0.21074823395661468,0.5383593083472249,0,pre_2022,,0.17441023886203763
2009-06-30,0.22,0.1534122981131077,-0.5045210581959092,68.11,8525.0,-1.84,74.8,4.704451501227247,-0.0820777439523468,0.4018759594917931,0,pre_2022,,0.18518518842756745
2009-07-31,0.18,0.1283814758062362,-0.7406302400972696,70.08,8525.0,-1.51,75.4,2.851340137490954,0.0,0.7989390033478649,0,pre_2022,,0.15187987126410002
2009-08-31,0.15,0.0712227925658226,-1.128026313201707,69.02,8515.0,-2.26,75.4,-1.5241128958279226,-0.11737090549281959,0.0,0,pre_2022,,0.0870278505608439
2009-09-30,0.07,0.1836184993386268,-0.490592898185109,65.82,8522.0,-1.76,75.6,-4.747257415466333,0.08217409630688621,0.2649008171577094,0,pre_2022,,0.20486361533403394
2009-10-31,0.11,0.1315695859491825,-0.4551527896944134,74.91,8487.5,-0.11,75.8,12.936364944459822,-0.4056562192905844,0.2642009462838324,0,pre_2022,,0.15112722665071485
2009-11-30,0.13,0.1357069335877895,-0.7918202796245575,77.77,8502.0,1.5,75.7,3.74683597470602,0.1706937051784152,-0.13201322049223307,0,pre_2022,,0.1562916934490203
2009-12-31,0.05,0.148040872067213,-0.6136524299442792,77.91,8497.0,3.92,76.1,0.17985616359146306,-0.05882699151946724,0.5270104424236699,0,pre_2022,,0.17901681549847123
2010-01-31,0.12,0.1390069842338562,-0.3216789565097193,71.2,8487.5,4.2,76.4,-9.00614959248367,-0.11186671365894796,0.3934431304834618,0,pre_2022,,0.1682132389396429
2010-02-28,0.13,0.1572910964488983,-0.1547602302887115,76.36,8485.0,4.71,76.6,6.9966180439617,-0.029459419862476466,0.2614380574070374,0,pre_2022,,0.18387037888169286
2010-03-31,0.09,0.1513711649924516,0.3655431726553302,80.37,8465.0,4.89,77.1,5.118197336707997,-0.23598831010911425,0.6506203822738144,0,pre_2022,,0.1849714908748865
2010-04-30,0.2,0.1758257389068603,0.2966997555146655,86.19,8275.0,4.84,77.7,6.9913189434680945,-2.2701094321972093,0.7751976804318161,0,pre_2022,,0.191308369860053
2010-05-31,0.19,0.1733315177261829,0.4363112180041666,73.0,8288.5,4.77,78.1,-16.60947205109169,0.16300906196562437,0.5134799472038765,0,pre_2022,,0.20813430286943913
2010-06-30,0.09,0.4375644974410534,-0.0317737777727915,74.94,8257.0,4.94,78.5,2.6228352217150253,-0.38076864474909655,0.5108567942722964,0,pre_2022,,0.5366357043385506
2010-07-31,0.18,0.1828796476125717,-0.0385034906660507,77.5,8236.0,6.82,80.5,3.3590142993760175,-0.2546536269749211,2.5158559636154543,0,pre_2022,,0.219807269051671
2010-08-31,0.21,0.1644576266407966,0.3096399631943051,75.51,8189.5,7.98,81.4,-2.60128385439673,-0.566194322524538,1.1118088583977226,0,pre_2022,,0.1924304421991109
2010-09-30,0.15,0.1202700778841972,0.3745296124116614,80.77,8117.5,8.14,81.7,6.734051163887056,-0.883062094543341,0.36787288574622323,0,pre_2022,,0.13978759013116354
2010-10-31,0.2,0.1078450690954923,0.6797057347341646,82.47,8030.0,7.87,81.7,2.082898139105982,-1.0837697036194527,0.0,0,pre_2022,,0.13069638703018424
2010-11-30,0.2,0.197756889462471,0.4515135424153908,86.02,8050.0,6.7,80.8,4.2145236510325645,0.24875634718029005,-1.107703633890722,0,pre_2022,,0.23059990629553795
2010-12-31,0.13,0.1669247299432754,0.7018005140534973,93.23,8052.5,5.76,80.5,8.048973095301193,0.031051079274391213,-0.3719781102532238,0,pre_2022,,0.17655500397086138
2011-01-31,0.17,0.1766707725822925,0.7722429834993025,98.97,8058.0,6.06,81.1,5.974721559999807,0.06827845459387305,0.7425776696849518,0,pre_2022,,0.21269278507679698
2011-02-28,0.16,0.3721038114279508,0.3675160711436755,112.27,8055.0,6.66,81.7,12.60899105620883,-0.037237014021762604,0.7371040744589941,0,pre_2022,,0.4583607241511345
2011-03-31,0.1,0.4165696203708648,0.7432509725049012,116.94,8049.0,7.73,83.1,4.075429827683585,-0.07451565173415275,1.6990699995445446,0,pre_2022,,0.5049076676368713
2011-04-30,0.09,0.2490250051021575,1.628635932968839,126.59,8030.0,9.2,84.9,7.92925349012128,-0.23633321529263895,2.142939145589917,0,pre_2022,,0.2790797464549541
2011-05-31,0.1,0.2684851333498955,0.9431652578250476,117.18,8031.0,9.76,85.7,-7.72423035320946,0.012452524765471651,0.9378732286432268,0,pre_2022,,0.31864758208394045
