response,term,coefficient,std_error,p_value,nobs,regime,r_squared
oil_shock,const,0.8446490779802239,3.551942973560182,0.8120368652943917,191,pre_2022,0.014467291989415543
oil_shock,GPR_ME_alt,-5.4671977428608995,10.252974135056402,0.5938740836775385,191,pre_2022,0.014467291989415543
oil_shock,FFR,0.40688326952716486,0.41499502302105234,0.32686237553381625,191,pre_2022,0.014467291989415543
oil_shock,GSCPI,1.3141360706371772,1.5723785371919115,0.40328814976230243,191,pre_2022,0.014467291989415543
oil_shock,const,7.487082588546803,5.248718621527132,0.15373585664413422,50,post_2022,0.05978186659579421
oil_shock,GPR_ME_alt,-0.030041044522499397,4.040380566779157,0.9940676220037541,50,post_2022,0.05978186659579421
oil_shock,FFR,-1.8295478060613335,1.1920509347152635,0.12483542984724519,50,post_2022,0.05978186659579421
oil_shock,GSCPI,-0.7678856699367336,1.3518815084720714,0.5700264427338315,50,post_2022,0.05978186659579421
