variable,pre_mean,post_mean,difference_post_minus_pre,t_stat,p_value
GPR_ME,0.2150267934737106,0.4485167805105448,0.23348998703683418,5.6065457104106935,8.224669442103369e-07
oil_shock,0.10511591454185841,-0.15948132913074886,-0.2645972436726073,-0.17377532807193397,0.8622899359717545
fx_dep,0.05126342842859952,1.2965688055515268,1.2453053771229272,3.5181119259125397,0.0009065898869565544
inflation_mom,0.3304217484926502,1.5313609324227002,1.20093918393005,4.787266442554703,1.441565813818445e-05
CPI_Inf,4.086666666666667,20.869,16.782333333333334,9.985321215081362,1.577051451003108e-13
