response,term,coefficient,std_error,p_value,nobs,regime,r_squared
oil_shock,const,0.8467594571452086,3.64815881090881,0.816455704347625,191,pre_2022,0.01435031413227239
oil_shock,GPR_ME,-6.567652136248021,12.696497269289521,0.6049602719953951,191,pre_2022,0.01435031413227239
oil_shock,FFR,0.4096519261039203,0.41465743610677547,0.3231876342778792,191,pre_2022,0.01435031413227239
oil_shock,GSCPI,1.3237209629995739,1.563974441435832,0.39733926753235016,191,pre_2022,0.01435031413227239
oil_shock,const,7.508904413385255,5.2653175720366825,0.15383755901194127,50,post_2022,0.059784229419008295
oil_shock,GPR_ME,0.0599421337411989,4.995320746958491,0.9904258890027017,50,post_2022,0.059784229419008295
oil_shock,FFR,-1.8448246771558727,1.183512334869156,0.11905059605592118,50,post_2022,0.059784229419008295
oil_shock,GSCPI,-0.7777100252448212,1.3512179912768254,0.564911124267194,50,post_2022,0.059784229419008295
