model_name,model_type,term,coefficient,std_error,p_value,fit_metric_name,fit_metric_value,n_obs
log_duration_spec,OLS,Loudness (z),0.44568379746142867,0.12518678204444245,0.00037064216746504603,adj_r2,0.035414068333884496,89741
log_duration_spec,OLS,Speechiness (z),-1.591594196092454,0.062200699399306135,2.0726597135900503e-144,adj_r2,0.035414068333884496,89741
log_duration_spec,OLS,Acousticness (z),-0.24475619131165374,0.10166681685115167,0.01606504849609192,adj_r2,0.035414068333884496,89741
log_duration_spec,OLS,Instrumentalness (z),-2.8568229715809266,0.07401331127165818,0.0,adj_r2,0.035414068333884496,89741
log_duration_spec,OLS,Liveness (z),0.09348120457938915,0.0628420029512906,0.13686715924488108,adj_r2,0.035414068333884496,89741
log_duration_spec,OLS,Positive affect (z),-1.9833417063394245,0.08356469522232982,1.599680323365247e-124,adj_r2,0.035414068333884496,89741
log_duration_spec,OLS,Tempo (z),0.2495768685798213,0.0712570756342806,0.0004609390073850197,adj_r2,0.035414068333884496,89741
no_genre_transparency,OLS,Key = 1,0.10389289848599191,0.30112739534636546,0.7300845165614915,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 2,0.9159212102184023,0.27955269080847395,0.00105146498154752,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 3,0.8153807139006596,0.44545992857344935,0.06718650475377559,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 4,0.9571449534470147,0.30561254851404623,0.0017368480257194095,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 5,0.1811550790586951,0.31246337904051796,0.5620736468757357,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 6,0.5957458381581558,0.33273238786125586,0.07337911981000636,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 7,-0.02630310763357202,0.27247414779382256,0.923096214692644,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 8,0.963320998210061,0.3487679744406133,0.005743644574258466,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 9,0.17395802807988708,0.2870312771815856,0.5444752532465962,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 10,0.09175897147521887,0.3337001499211592,0.7833359685188096,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Key = 11,0.6441386564774667,0.31718923750650696,0.04227824567330709,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Mode = 1,-0.7513357694220998,0.14597001450976432,2.6441389495979724e-07,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Time signature = 1,-12.178604916315441,1.2114633412385347,8.928887999810177e-24,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Time signature = 3,-11.871016801208318,1.0453126200088845,6.890528530949697e-30,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Time signature = 4,-9.165941355935049,1.0334131037976344,7.342155637029704e-19,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Time signature = 5,-12.10487621028086,1.1311362492315127,1.0012312386992108e-26,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Duration (z),-0.40082793726955496,0.05895644934922585,1.0555837559872628e-11,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Explicit,3.860490468491468,0.2802336149880928,3.5556435550549084e-43,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Genre count (z),-4.060247189000851,0.18465005042103133,3.679843682185444e-107,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Had multiple genres,11.782992523679663,0.42818873080387077,1.0627929071750075e-166,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Dance orientation (z),1.5727665498012962,0.08317302232366725,9.511926729011075e-80,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Sonic intensity (z),-0.5294903592257509,0.13492860238210794,8.70089463792837e-05,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Loudness (z),0.3736640917802827,0.12453067145863406,0.002694670274757838,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Speechiness (z),-1.5688645291591425,0.061669633851330945,9.149886991110955e-143,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Acousticness (z),-0.28842362056178455,0.1009509814733959,0.004275768703714258,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Instrumentalness (z),-2.767007966088986,0.0734263917744661,0.0,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Liveness (z),0.09116900869013964,0.06235017086018142,0.14368382436821833,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Positive affect (z),-1.990108986725342,0.08250666284602097,1.520454687744113e-128,adj_r2,0.049489069006857234,89741
no_genre_transparency,OLS,Tempo (z),0.2175963377197076,0.07091529861494418,0.00215210013432012,adj_r2,0.049489069006857234,89741
